name,smiles,ESOL_predicted,measured
"2,2',3,3',5,6-PCB",Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-7.185,-8.6
"2,2',3,3',5,5',6,6'-PCB",Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-8.304,-9.15
"2,2'-PCB",Clc1ccccc1-c1ccccc1Cl,-4.984,-5.27
"2,3',5-PCB",Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-5.7620000000000005,-6.01
"2,3',4',5-PCB",Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-6.312,-7.25
2-Chlorobiphenyl,Clc1ccccc1-c1ccccc1,-4.5280000000000005,-4.54
"2,4'-PCB",Clc1ccc(-c2ccccc2Cl)cc1,-5.142,-5.28
"4,4'-PCB",Clc1ccc(-c2ccc(Cl)cc2)cc1,-5.299,-6.56
4-Methylbiphenyl,Cc1ccc(-c2ccccc2)cc1,-4.424,-4.62
"2,2',3,3',4,4',5,5'-PCB",Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-8.468,-9.16
"2,2',3,4,5-PCB",Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,-6.709,-7.21
"2',3,4-PCB",Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-5.686,-6.29
"3,4-PCB",Clc1ccc(-c2ccccc2)cc1Cl,-5.223,-6.39
"2,2',3,3'-PCB",Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-6.079,-7.28
p-Phenylphenol,Oc1ccc(-c2ccccc2)cc1,-3.701,-3.48
"2,2',4,5'-PCB",Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.23,-6.57
"2,3',4,4'-PCB",Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-6.709,-7.8
"2,2',3,3',4,4'-PCB",Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.192,-8.01
p-benzidine,Nc1ccc(-c2ccc(N)cc2)cc1,-2.613,-2.7
"2,3,4,5,6-PCB",Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-6.785,-7.92
"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-9.589,-11.6
"2,2',3,4,4',5',6-PCB",Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.898,-7.92
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.343,-7.68
"2,2',3,5'-PCB",Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.155,-6.47
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.261,-7.42
"2,3,3',4,4',5-PCB",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.425,-7.82
Biphenyl,c1ccc(-c2ccccc2)cc1,-4.079,-4.345
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-7.178999999999999,-8.71
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-7.898,-8.94
"2,4',5-PCB",Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-5.7620000000000005,-6.25
"2,3',4,4',5-PCB",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.343,-7.39
"2,6-PCB",Clc1cccc(Cl)c1-c1ccccc1,-4.984,-5.21
"2,4,6-PCB",Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-5.604,-6.14
"2,2',6,6'-PCB",Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-5.915,-7.39
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.343,-8.56
"2,3,3',4,4'6-PCB",Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.746,-7.66
RTI 3,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,-3.049,-3.043
RTI 10,CN1C(=O)c2cccnc2Oc2ccccc21,-2.7710000000000004,-3.672
Perylene,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-6.007000000000001,-8.804
adrenosterone,CC12CC(=O)C3C(CC=C4CC(=O)CCC43C)C1CCC2=O,-2.99,-3.48
Amitraz,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.533,-5.47
RTI 19,CCN1c2ccccc2C(=O)N(C)c2ccccc21,-4.007,-4.749
uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-0.541,-3.93
Benzo(a)fluorene,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-5.189,-6.68
Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-1.944,-2.676
Vinclozolin,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.377,-4.925
"7,12-Dimethylbenz(a)anthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-6.297000000000001,-7.02
Carvone,C=C(C)C1C=CC(C)C(=O)C1,-2.042,-2.06
Monotropitoside,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-1.493,-0.742
2-Chloronapthalene,Clc1ccc2ccccc2c1,-4.063,-4.14
"1,4-Dimethylnaphthalene ",Cc1ccc(C)c2ccccc12,-4.147,-4.14
"1,3-Dimethylnaphthalene",Cc1cc(C)c2ccccc2c1,-4.147,-4.29
1-Ethylnaphthalene ,CCc1cccc2ccccc12,-4.1,-4.17
1-Bromonapthalene,Brc1cccc2ccccc12,-4.434,-4.35
1-Napthylamine,Nc1cccc2ccccc12,-2.721,-1.92
2-Napthol,Oc1ccc2ccccc2c1,-3.08,-2.28
2-bromonaphthalene,Brc1ccc2ccccc2c1,-4.434,-4.4
Napthalene,c1ccc2ccccc2c1,-3.468,-3.6
1-Iodonapthalene,Ic1cccc2ccccc12,-4.888999999999999,-4.55
2-Methylnapthalene,Cc1ccc2ccccc2c1,-3.802,-3.77
1-Chloronapthalene,Clc1cccc2ccccc12,-4.063,-3.93
2-Ethylnaphthalene,CCc1ccc2ccccc2c1,-4.1,-4.29
1-Methylnaphthalene,Cc1cccc2ccccc12,-3.802,-3.7
Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-4.088,-3.57
"2,6-Dimethylnaphthalene ",Cc1ccc2cc(C)ccc2c1,-4.147,-4.89
"1,5-Dimethlnapthalene",Cc1cccc2c(C)cccc12,-4.147,-4.678999999999999
1-Napthol,Oc1cccc2ccccc12,-3.08,-2.22
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,-4.1160000000000005,-4.72
1-Nitronapthalene,O=[N+]([O-])c1cccc2ccccc12,-3.414,-3.54
Carbaryl,CNC(=O)Oc1cccc2ccccc12,-3.087,-3.224
Quinonamid,O=C(C=C(Cl)Cl)Nc1c(Cl)c(O)c2ccccc2c1O,-3.988,-5.03
Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-3.051,-2.404
Raffinose,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.496,-0.41
Pyrazinamide,NC(=O)c1cnccn1,-0.674,-0.667
dimethirimol,CCCCc1c(C)[nH]c(N(C)C)nc1=O,-3.57,-2.24
Ethirimol,CCCCc1c(C)[nH]c(NCC)nc1=O,-2.732,-3.028
Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.913,-3.893
Coumachlor,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-4.553999999999999,-5.839
"5,6,7,8-tetrahydro-2-naphthol",Oc1ccc2c(c1)CCCC2,-3.0860000000000003,-1.99
"1,2,3,4-Tetrahydronapthalene",c1ccc2c(c1)CCCC2,-3.447,-4.37
Fenfuram,Cc1occc1C(=O)Nc1ccccc1,-2.885,-3.3
chloralose,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.887,-1.84
norbormide,Oc1[nH]c(O)c2c1C1C=C(C(O)(c3ccccc3)c3ccccn3)C2C1=C(c1ccccc1)c1ccccn1,-4.238,-3.931
Acenapthylene,C1=Cc2cccc3cccc1c23,-3.682,-3.96
4-methylpteridine,Cc1ncnc2nccnc12,-1.24,-0.466
6-methoxypteridine,COc1cnc2ncncc2n1,-1.589,-1.139
4-methoxypteridine,COc1ncnc2nccnc12,-1.589,-1.11
2-methoxypteridine,COc1ncc2nccnc2n1,-1.589,-1.11
2-methylpteridine,Cc1ncc2nccnc2n1,-1.24,-0.12
7-methylpteridine,Cc1cnc2cncnc2n1,-1.24,-0.8540000000000001
7-methoxypteridine,COc1cnc2cncnc2n1,-1.589,-0.91
Pteridine,c1cnc2ncncc2n1,-0.906,0.02
adenine,Nc1ncnc2[nH]cnc12,-1.255,-2.12
rhodanine,Oc1csc(=S)[nH]1,-0.396,-1.77
Dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.464,-3.094
Perfluidone,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-4.945,-3.8
Butethal,CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.974,-1.661
Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.312,-2.468
Butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-1.958,-2.39
5-Allyl-5-methylbarbital,C=CCC1(C)C(=O)NC(=O)NC1=O,-1.013,-1.16
Talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.06,-2.016
"5,5-Diisopropylbarbital",CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-1.942,-2.766
Barbital,CCC1(CC)C(=O)NC(=O)NC1=O,-1.265,-2.4
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,-1.658,-2.23
Secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.415,-2.356
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.312,-2.39
5-Allyl-5-isopropylbarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.706,-1.7080000000000002
5-Allyl-5-ethylbarbital,C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.368,-1.614
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.6030000000000002,-2.21
"5,5-Diallylbarbital",C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-1.471,-2.077
5-Methyl-5-ethylbarbituric acid,CCC1(C)C(=O)NC(=O)NC1=O,-0.911,-1.228
5-(3-Methyl-2-butenyl)-5-ethylbarbital,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.126,-2.253
butallylonal,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.766,-2.647
"5,5-Dimethylbarbituric acid",CC1(C)C(=O)NC(=O)NC1=O,-0.556,-1.742
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.465,-2.593
Camphor,CC12CCC(CC1=O)C2(C)C,-2.158,-1.96
D-fenchone,CC12CCC(C1)C(C)(C)C2=O,-2.158,-1.85
Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-2.7310000000000003,-3.083
Inosine,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,-0.8340000000000001,-1.23
benzoin,O=C(c1ccccc1)C(O)c1ccccc1,-3.148,-2.85
Triphenylene,c1ccc2c(c1)c1ccccc1c1ccccc21,-5.568,-6.726
Tetrahydrofurane ,C1CCOC1,-0.62,0.49
2-Methyltetrahydrofurane,CC1CCCO1,-1.034,0.11
Fructose,OCC1OC(O)(CO)C(O)C1O,0.471,0.64
Trietazine,CCNc1nc(Cl)nc(N(CC)CC)n1,-3.233,-4.06
Atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,-3.069,-3.85
Ipazine,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.497,-3.785
Prometon,COc1nc(NC(C)C)nc(NC(C)C)n1,-3.448,-2.478
Chlorazine,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-3.663,-4.4110000000000005
Ametryn,CCNc1nc(NC(C)C)nc(SC)n1,-3.43,-3.04
Terbutryn,CCNc1nc(NC(C)(C)C)nc(SC)n1,-3.75,-4.0
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,-3.185,-2.084
simazine,CCNc1nc(Cl)nc(NCC)n1,-2.8110000000000004,-4.55
Simetryn,CSc1nc(N(C)C)nc(N(C)C)n1,-2.689,-2.676
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,-3.259,-2.928
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-2.49,-3.15
Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,-2.492,-3.364
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-3.329,-4.43
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,-3.693,-4.1
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.505,-3.239
cyclobarbital,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.421,-2.17
"1,2-Propylene oxide",CC1CO1,-0.358,-0.59
Indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-4.345,-3.5860000000000003
allopurinol,O=c1[nH]cnc2[nH]ncc12,-0.84,-2.266
Salicin,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.975,-0.85
Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-1.809,-1.989
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-6.885,-9.332
Triamcinolone,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-2.734,-3.68
Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-2.974,-3.18
"1,4-Cyclohexadiene",C1=CCC=CC1,-1.842,-2.06
Aldrin,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-5.511,-6.307
hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-1.72,-2.63
Trichlomethiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.98,-2.68
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-4.132,-3.61
Piperine,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.659,-3.46
Benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-2.321,-2.81
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.312,-4.081
Digitoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-6.114,-5.292999999999999
Etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1,-3.359,-4.735
Anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21,-3.34,-5.19
Fluvalinate,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.057,-8.003
Chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,-5.568,-8.057
6-Methylchrysene,Cc1cc2c3ccccc3ccc2c2ccccc12,-5.931,-6.57
6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12,-4.849,-6.2
5-Methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,-5.931,-6.59
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c2ccccc12,-6.265,-7.01
Sucrose,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.31,0.79
Methoxsalen,COc1c2occc2cc2ccc(=O)oc12,-3.25,-3.664
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-6.007000000000001,-8.0
2-Methylphenanthrene,Cc1ccc2c(ccc3ccccc32)c1,-4.87,-5.84
Phenanthrene,c1ccc2c(c1)ccc1ccccc12,-4.518,-5.26
1-Methylphenanthrene,Cc1cccc2c1ccc1ccccc12,-4.87,-5.85
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-6.446000000000001,-9.018
isoguanine,Nc1[nH]c(=O)nc2[nH]cnc12,-1.74,-3.401
Lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-4.731,-6.005
Glutethimide,CCC1(c2ccccc2)CCC(=O)NC1=O,-2.591,-2.337
brompyrazone,Nc1cnn(-c2ccccc2)c(=O)c1Br,-3.005,-3.127
norflurazon,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,-4.029,-4.046
Pyrazon,Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.603,-2.878
ampyrone,Cc1c(N)c(=O)n(-c2ccccc2)n1C,-1.192,-0.624
Antipyrene,Cc1cc(=O)n(-c2ccccc2)n1C,-1.733,0.715
aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-2.129,-0.364
Cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.2840000000000003,-2.982
piroxicam,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,-3.4730000000000003,-4.16
Benzophenone,O=C(c1ccccc1)c1ccccc1,-3.612,-3.12
5-Allyl-5-phenylbarbital,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.36,-2.369
phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.272,-2.322
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-2.418,-1.8
Triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-3.948,-4.09
cycloheximide,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.5319999999999998,-1.13
Epiandrosterone,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-3.882,-4.16
indoline,c1ccc2c(c1)CCN2,-2.195,-1.04
Cholanthrene,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-5.942,-7.85
3-Methylcholanthrene,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,-6.311,-7.92
Rotenone,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,-5.246,-4.42
Prasterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-3.564,-4.12
Mirex,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.155,-6.8
Flurochloridone,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-4.749,-4.047
Buthidazole,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,-2.398,-1.877
Fluoranthene,c1ccc2c(c1)-c1cccc3cccc-2c13,-4.957,-6.0
5-methylcytosine,Cc1c[nH]c(=O)nc1N,-0.257,-1.4580000000000002
cytosine,Nc1cc[nH]c(=O)n1,0.051,-1.155
Flucytosine,Nc1[nH]c(=O)ncc1F,-0.132,-0.972
